7	pos	DON'T FORGET IT's EVEN GOT MACROS
7	pos	FINAL NOTE: My first G502 is still rock solid even after years of abuse, nothing has failed
8	neg	they get the infamous double click issue
8	pos	The good:- It is a nice looking mouse from outside
8	neg	The bad:- Right out of the box, this mouse started randomly double clicking or needed to click multiple times for it to react
8	neg	- On free-wheel mode, it just scrolls with the movement of the mouse, even if the wheel is not moving at all
8	neg	- Not at all ergonomic, it will hurt your hand after 10 minutes using it
8	neg	The back is too narrow, no support for the right side of your hand, and to hold it properly you have to close your hand in an awkward way
8	neg	- Both options of the software to program/change settings are unnecessarily intrusive on your computer, and every 30 minutes or so, make it go sluggish with the mouse barely responding
9	pos	Finally, I really liked that the mouse is WIRED
9	pos	The new hero sensor is also awesome
9	neg	The main issue with this mouse is the scroll wheel
9	neg	It just sucks
9	neg	And then it's hard to know when you've successfully clicked the scroll wheel down, because it requires so much actuation force and yet has so little travel
9	neg	The tactility feels all wrong--both too abrupt/tactile and not sticky enough for something that is so abrupt/tactile
9	neg	At the same time, the scroll wheel actually rattles because of the force of the increments--but only like maybe half the time
9	neg	The combination of these features induces an overall sensation of unpredictability and randomness along with an unpleasant sound
9	neg	A less critical but still painful flaw is the button placement
9	neg	However, doing so places one of the other two main side buttons totally out of reach
9	neg	You have bend your thumb back so hard to reach back button that it basically means only a claw grip is truly comfortable--in which case the thumb ledge goes unused
10	neg	It happened so frequently that I can't even play the game properly
10	neg	Shame on you Logitech :(
11	pos	Loved this mouse for 3 months, absolutely everything
11	neg	I took the time to write the review now because after 4 months with my right click double clicking every 1 out of 10 clicks the left mouse button has started the 1 out of 1,000
11	neg	My fear is that in another month I'll have the same issue with the left click
12	neg	I did some digging online and found that this seems to be due to their mouse switches
12	neg	It's not worth my time and or money of sending this back and forth
13	neg	The left mouse button will also start experiencing issues where it starts to click more than the times that you actually clicked, 1 click will register as 2-3 clicks and double clicking will register as if you clicked 4+ times
14	neg	But this mouse, even when it's working, is just above average for a gaming mouse IMO
14	neg	There have been issues with left click problems for YEARS on Logitech mice, and it doesn't seem like they've done anything to try to fix the problem
14	neg	When you click, it double clicks
14	neg	It's very frustrating and annoying
14	pos	It worked great at first, so I decided to get me one too
14	neg	Mine lasted until the RMA period was over, and then the left click stopped working
14	neg	Not the typical double click problem though
14	neg	Mine can't register a click+hold for long
14	neg	It'll probably let go of the mail and drop it in the wrong folder, etc
14	neg	It won't work
14	neg	It hasn't even been 6 months and it already has the same exact problem
14	neg	All 4 of our Logitech mice, similar make and model, have all had problems with the left click
14	neg	The problems I'm having aren't just a fluke
14	neg	That makes it a BAD gaming mouse, and a bad mouse in general
14	neg	Even writing this review, I tried to highlight some text to copy/paste it to another section, and I can't even do that
14	neg	It's not comfortable at all unless you have fairly small hands
14	neg	Don't buy this mouse
15	pos	In the short period of time it actually works it is wonderful
15	neg	Having said that, from a quality aspect it is a pile of flaming trash
15	neg	Both have the exact same problem where the left mouse button starts double-clicking for any presses after about 3 months of use and therefore holding the mouse button does not work
17	pos	Pros:- Since the weights are customizable, I still get to have the nice heavy mouse I've always loved
17	pos	- Still ergonomic as ever
17	pos	- The cord is REALLY LONG, so if your main desktop/laptop/docking device is far away, it's not a problem
17	neg	Cons:- I prefer to have a clicking scroll wheel (you can also choose to have the scroll wheel free-scroll with the push of a button)
17	neg	It's kind of loud
17	neg	Not loud enough to bother anyone while I'm scrolling on a conference call, but louder than the G500
18	neg	The mouse went directly into the trash bin
19	neg	Trying to do anything with this mouse is now a hassle
19	neg	I'll never buy a Logitech product again
19	neg	Don't buy this
19	neg	You will get the same issue, almost guaranteed
19	neg	The buttons to change the DPI settings is in a spot where I constantly hit them accidentally, which is annoying, but I think that's more a me problem
19	neg	The RGB lights change colors, but the mouse doesn't remember that until the Logitech software you need to have is turned on
19	neg	The mouse wheel either spins freely, which is stupid, or turns into a chunky megalithic clickmonster if you lock it
19	neg	The scroll left/right by moving the mouse wheel left or right doesn't really work correctly
19	neg	It just stops
19	neg	Very frustrating
19	pos	Decent heavy duty cord, ergonomically ok, comfortable at least
20	neg	The left mouse button would not work correctly in 2 ways: 1) single clicks were sent as double clicks and vice versa, and 2) click-and-drag stopped working
20	neg	Also, trying to select a word or sentence by double-clicking is nearly impossible
20	neg	Searching Logitech's forums, this appears to be a known issue, reported by many users
21	pos	This unit's button placement is far superior over the M65, I don't find myself inadvertently activating any buttons like I did with the Corsair
21	pos	The scroll resistance on this mouse wheel is also a bit better, very defined clicks and it's also adjustable to free spin if desired
21	pos	It is comfortable enough to use as an every day mouse and has optional features that can be used for gaming
21	pos	Overall, I think this is a better mouse than the Corsair and so long as it holds up, I'll keep my review at 5 stars
21	neg	Update:  I'm starting to think these rather expensive gaming mice are just a cash grab
21	neg	The middle mouse button on this one failed to scroll properly after only 29 days of use
21	neg	Something is wrong with the middle mouse button on these gaming mice, this is the second one from two different companies to fail shortly after purchase
21	neg	This is unacceptable to have premature failures like this on $50 mice when the $12 special will go for a decade
21	neg	Update 3:  Middle mouse wheel failed at about 16 months, back down to 1 star
22	pos	You can adjust the weight to your preference and it fits nicely in your hand
22	pos	Light effects are cool and you can customize the logo if you download the free Logitech software
22	neg	Now for the dislikes, and there are many
23	pos	Pros:- Solid construction- good button placement- buttons are light, and crisp- Decent support software whether that is Logitech gaming software or the hub
23	neg	Cons:- Scroll wheel is not rubberized like the G900 and is very hard to grip
23	neg	- There is no comfort groove in the right mouse button like there is with the left (preference)- Mouse is heavy, even without the weights
23	neg	If you like to do flick shots or lift your mouse up you may feel fatigue over time compared to other Logitech mice that weigh around 75grams
23	neg	- Edit: There is no support for forward and backward scroll wheel as buttons in their software per this review
23	pos	Conclusion: This is a well priced product
23	pos	The sensor is incredible, comparable to other brands such as Roccat, Razer, and Steel Series (among others like Zowie)
23	pos	It is heavy, more for larger hands, and the scroll wheel could have been rubber for grip
24	pos	The design and ergonomics of this mouse are outstanding
24	pos	All the buttons are placed perfectly, the freewheeling ability of the scroll wheel makes traversing long web pages or documents incredibly easy
24	pos	Even the companion software doesn't give me that much to complain about
24	neg	But the Chinese Omron switches Logitech puts in this mouse are terrible, and Logitech knows it
24	neg	Within two months of my original purchase, I began experiencing the dreaded double click issue, and quickly opened a ticket with Logitech support
24	neg	Consumers have had to resort to repairing the switches themselves or even buying the higher quality Japanese made Omron switches to drop in as replacements
24	neg	Which is a terrible shame because I love almost everything about it, but a mouse that cannot click things as intended is not a mouse worth paying for
26	neg	TL;DR: This mouse has a sensor issue present in both of the ones I have and the 2nd one I received directly from Logitech support had developed an issue with its right-click in only 3 months of use
26	neg	My first HERO mouse arrived at the beginning of April, and from day one I had some issues getting the thing configured
26	neg	It has been over 3 months since getting the replacement and now the replacement had developed its own issue with the right-click being unable to be consistently held down
27	neg	Well, shame on me, because I've been fooled
27	neg	What's wrong with this new G502
27	neg	Not only that, but the mouse seems to disconnect from my pc and reset the DPI to a higher DPI than I'm comfortable with
27	neg	Basically, the mouse has a spasm and just does its own thing for a little while until it decides to say hello to the pc again
28	neg	The right click will not work correctly when held down which, in a fps game, has caused a ton of issues
28	neg	The buttons for the dpi switch are a seamless transition to the left click which will cause you to accidentally change your dpi in intense situations
28	pos	The mouse has a very lightweight feel which is great and the cable is a braided material which is a nice touch
28	neg	The fact that it died in only 7 months is terrible
29	neg	The mouse started double clicking a few months after first use (like 2 or 3 months)
29	neg	It double click 90% of the time and it also decides to move a few centimeters every now on then on its own
30	neg	Mouse is double clicking on its own, when I mean to single click
30	neg	Overall, I feel like this mouse is not worth the money at all, I paid less than half for off brand mouse with better quality and longer lifespan (~2 years before being replaced by this one)
31	neg	The ghost click/double click issue has affected my original purchase, and the replacement, and I expect it to affect any additional replacements issued
32	neg	When I place my hand how it most naturally fits on the mouse, the extra buttons are out of reach
32	neg	When I put my whole hand on the mouse (so that the top of my palm touches), my fingers extend over the extra buttons so I have to awkwardly press them with my joints
32	pos	The profile feature of the mouse is nice, with different sets of DPI adjustments for switching between shooters and casual browsing
32	neg	Ultimately what I'm looking for in a mouse  is comfort during use and I did not find it here
33	pos	) The G502 is perfect
33	pos	It's hefty, and you can customize it using the weights
33	pos	The button placement is nearly perfect (I find the thumb button a tad hard to reach for my hands) and, like the Pro, the Hero engine is incredibly accurate and satisfying to use
33	pos	I've ended up using it as my all day mouse, even for work, as it's just so pleasant in the hand
33	pos	If you're looking for a great mouse at a very reasonable price point, give the G502 a try
34	pos	This mouse is fantastic
34	pos	It's sturdy, it's comfortable, the laser is amazing and never skips around
34	pos	I own both and they are both fantastic
34	neg	Edit to review:After just a few months, both right and left mouse clickers are malfunctioning
36	pos	It has buttons place where they are easily used "reachable" and worked pretty well for what I intended
36	neg	I believe this is an ongoing (YEARS) issue with Logitech and their particular buttons
36	neg	This was my last Logitech purchase
36	neg	I have a much cheaper mouse (Redragon, with less buttons) that has taken way more abuse than this mouse and still works perfectly
38	pos	The program that comes with this mouse is foreign at first, but in the end, gets simple to use
38	pos	I personally dont like the looks, but the utility of this mouse, makes me love the heck out of this
38	pos	If you are looking for the best under $50 gaming mouse, this has to the the top pick in my opinion
38	pos	Do yourself a favor when you buy this mouse - learn it, and learn about all the different things you can do it with
38	pos	Trust me its worth knowing the hundreds of different configs and things you can do with this mouse and the program together
39	pos	So far this mouse is working great for me both in Linux and Windows as I am using it through a KVM
39	pos	This mouse has solved this with some rather quick and easy tuning
39	pos	Can run this mouse on smoother, very low static friction free surfaces
39	pos	This mouse can do it, so problem solved
39	pos	This mouse allows balancing with weights
39	pos	The mouse has a memory, so once it is setup under Windows, it is setup everywhere in terms of DPI settings and polling rate
40	pos	Logitech fits my hand better
40	neg	Two have failed on me in under a year
40	pos	I prefer to just change dpi and the LED
41	pos	This G502 is quite similar in design and feel
41	pos	I use it mostly for general computer use and only occasional gaming
41	neg	But there is one flaw in the design of the G502 for me
41	neg	"the speed of movement (DPI setting) button for ""faster"" is located so close to the left click button that I am consantly tripping it accidentally as I work"
41	neg	"Suddenly, the cursor is flying across the screen so fast I can't find it and I have to stop and hit the ""slower"" button to return to the speed I want"
41	pos	Overall, I recommend this mouse
41	pos	It is well built and feels like it will last a long time
42	pos	I really like this mouse
42	pos	I added all the included weights and it gives the mouse a very solid feel
42	pos	It's comfortable and well designed
42	pos	All I needed to do was adjust the DPI to my liking
42	neg	The G Hub software is horrible
42	neg	Eventually I was able to make everything work as I wanted but it was a frustrating day
42	pos	Final comment, this mouse is great and I recommend it
42	neg	But the G Hub software should be avoided if you can
43	pos	This thing is built like a tank
43	pos	It's heavy
43	pos	It's solid
43	pos	The RGB LEDs are fully programable
43	pos	The cable feels pretty solid
43	pos	It's accurate
43	pos	The control of the mouse is great
43	pos	Three clickers is the new norm
43	pos	Getting used to it takes about two to three days, but when you do, its like wow, why didn't we normalize this sooner
43	pos	Works great for everything
43	pos	Again, works great
43	pos	10/10This is far superiors to any other mmo mouse out IMO
43	neg	If I game for 10+ hours it really starts to become an issue
44	pos	It's a great mouse
44	pos	Pros:Removable weights allow you to customize how hefty it is in hand
44	pos	DPI settings are great
44	pos	Really let's you set your sensitivity level and quickly make changes to it based on what you're doing
44	pos	Customizable lighting
44	pos	You will need to download the app, but you can change the lighting to what color you want and also how it lights up or reacts to sound
44	pos	This mouse feels great in the hand
44	pos	I have large hands and it still feels great to me
44	neg	Cons:DPI buttons are a little too close to the left mouse button
44	neg	It's easy and fast to switch back, but can be annoying
44	pos	This has been an amazing mouse so far and I'm really enjoying it
45	pos	Pros:Solid sensor, good programmable button options, software worked well on Windows 10 and Mac OSX
45	pos	The rubber on the side grips feels good
45	pos	Settings can be saved to onboard memory, so the color and speed and button tweaks work on any machine, not just ones with the driver and your profile installed, unlike Razor
45	neg	Cons:Feels light/cheap even with the added weights, like every piece of plastic was as thin as they could make it without it shattering during shipping
45	neg	It does it less when you turn off freewheel and use clicky wheel, but it's still audible there, too
45	neg	Some settings don't seem to be editable in onboard memory, you have to download the profile, update it there, then re-upload it
46	neg	I'm not sure if I have a defective product but the mouse wheel is off balanced
46	neg	If you slowly move the mouse wheel up in increments (as if you're browsing a webpage), the wheel will slightly rock backwards
46	neg	Looked up the issue online and apparently this is a common production flaw with the G502 series
46	neg	Furthermore, having to use G Hub to program the mouse is an absolute nightmare of an experience, honestly I think I hated having to use that software than the issue with the mouse wheel
46	neg	Save yourself the frustration, anger, and rage and download the Logitech Gaming Software 9
47	neg	WARNING, This product to function correctly requires you to install literal spyware
47	neg	Why does my mouse require a 100% Uptime Service running in the backround
47	neg	Data collection pure and simple
47	neg	-Other device and system activity including feature usage, performance metrics, errors, crash data, etc
47	neg	Or the Stick Left clickmaybe the Left click that clicks, but does not do anything, then you have to really press it in and it registers, or tap your finger on a different spot
49	pos	I use programmable mice to speed up programming tasks
49	neg	The programmable buttons on this mouse have weak action and are easy to press by accident
49	neg	The cursor would start randomly moving
49	neg	"The mouse was sending a continual ""right"" or ""up"" or other signal to the computer"
49	neg	Sometimes I would have to disconnect/reconnect the USB to get it to work again
50	neg	About 6 months after purchasing, the mouse lost the ability to hold a left-click
50	neg	In other words, you'd click and hold the left mouse button to drag something, but the mouse would let off the hold even though you were still holding the left mouse button down
50	neg	This makes any task that involves dragging and dropping (or drawing something by holding the left mouse button) infuriating if not impossible
51	neg	The issue for mine occurred in the right button and involved double clicks/the button not recognizing being held
51	neg	The same issue has just started to pop up for a friend as well with their system
51	neg	Double clicks/phantom presses/non-consistent presses
52	neg	First thing I noticed, the free spinning of the scroll wheel is completely useless
52	pos	The movement seems fine so far
52	neg	The issues really stem from button placement and a VERY horrible scroll wheel
52	neg	I would not get this mouse again even though it's #1 in computer mice category at the time of this review
53	neg	I am so very disappointed with this mouse, so-called one of the best gamer mouse at the moment
53	neg	There are two main reasons for me not liking this mouse: the wheel (which is poorly designed in many ways) and the Logitech software
53	pos	In almost every other aspect the mouse is very good
53	pos	It looks great, very comfortable for the hand, and the thumb button setup is just perfect
53	neg	How a little part can be so flawed to totally ruin the experience
53	neg	However, there are three problems with the locked wheel: The first is that it is extremely noisy, more than you can imagine
53	neg	The second is that it does not scroll easily, the movement is not smooth at all
53	neg	And the third is that the wheel is made of metal, which causes your finger to slide occasionally (when the wheel is locked) and miss a few scrolls, which is a big flaw
53	neg	And finally, there is the rattling sound
53	neg	It is the wheel, again, moving from side to side, clashing against the plastic, and this is very, very annoying
53	neg	But then I met the Logitech software problem
53	neg	But it's not, It's actually much worse, although it did detect my keyboard and my mouse
53	neg	G-Hub is poorly designed, it is bugged and it is missing many cool features that LGS had, making a hassle out of the simpler tasks like coloring your keyboard for a specific game, or keeping a custom default DPI for the mouse
53	pos	G-Hub wont import anything and you will lose all your LGS customizations and macros
53	neg	Nope, Logitech wont let you use both, and as soon as you install G-Hub it will block LGS
54	pos	So, this mouse is really good for what it's supposed to do, which is be a mouse
54	pos	It responds well, I haven't had any of the issues I normally do with other brands such as Corsair, like buttons not responding, registering 2 clicks when it was only one, the wheel giving out or just generally dying after a few months
54	neg	But at the same time the design is frankly, just weird
55	neg	This Logitech G502 Hero mouse is garbage
55	neg	I have accidentally opened a few folders, only to have to use my keyboard to go back safely
56	pos	The mouse feels great, just like my 6 year old g502 that finally bit the bullet on me
56	pos	Good weight, good cable, scrolling and buttons all feel good
56	neg	"The one huge giant issue I've already run into in my first week of owning it is the new version of the horrible ""G HUB"" software"
56	neg	It constantly ignores my profile and button assignments
56	neg	I have the mouse set to use 400 dpi with all profile switching and DPI switching buttons disabled
56	neg	At least once a day I need to un plug and re plug in my mouse as it seems to go to the default 1200 dpi, and ignores all my configured buttons
57	neg	"The mechanical aspects of the wheel also are very poor, as the ""free wheel"" and the ""resistance mode"" of the mouse feel pretty much the same, resistance mode I can almost free spin the mouse to the same extent of free wheel"
57	neg	Added to the fact that it just feels clunky, loose, and wobbles around making a rattling sound when Im using it
57	neg	I was feeling more like the mouse wheel was made for some $3 trash mouse you would buy in a swap meet and they just threw it in there
57	neg	I dont know exactly what it was about the design, but from the first moment I used it, it just felt wrong in my hand
58	neg	This model suffers from a design or manufacturing flaw
58	neg	So you point and click, but the mouse moves the cursor a little, so you miss your target
58	pos	The weights are friction fit, so they stay in place
58	neg	I marked it down one star for the software and button arrangement, and down two more stars for the bottom plate defect
59	neg	Hype and marketing aside, this mouse has serious flaws, immediate quality control ones as well as general design ones
59	neg	The BAD:This mouse doesn’t glide side-to-side or up-and-down as much as it scratches and grinds all over the place
59	neg	Another issue is plastic
59	neg	Cheap plastic everywhere that is
59	neg	Smaller, more plasticky with horrible QC and design decisions
59	pos	)The GOOD:The sensor is top notch
59	pos	Cord is pretty nice
59	pos	Extremely flexible and seems to be of high quality
59	pos	Logitech software is still intuitive, relatively low resource, and available in most common language including English
59	neg	Summary:Downcosted all around, overly plasticky, poor quality control, worse than poor design choices, lack of rubberized coating where needed, shrunken, shrunken, tiny, TINY, mouse
60	neg	But, for me anyway, for my uses it has a major flaw: It's kind of small, so anyone who uses a Palm Mouse Grip will find it uncomfortable
60	neg	That factor comes into play during long/er gaming sessions, because to a large degree it majorly reduces hand fatigue & maximizes comfort
61	neg	I am used to the design, but this one is so bad and vague that I had to straight up disable the rocker, so now I only get about 15% of my middle clicks mis-sensed
61	neg	"You have to press it with the knuckle of your thumb, which requires an incredibly awkward ""palm pinch"""
61	neg	If you use all the mouse buttons in a game, you're going to hate this thing so much
61	neg	The second one's L2 switch itself is now failing, as it registers right click but doesn't register HOLDING it
61	neg	After only a year, this is appalling
61	neg	If you play MMO's, this makes steering an absolute nightmare
61	neg	If you play FPS games, right click iron sight/scope becomes agony
61	neg	This one is getting hucked in the garbage because it fell to pieces in a little over a year and a half
62	neg	Such a disappointment
63	pos	This mouse is precision
63	pos	Everything works precisely and is accurate
63	pos	Nice to be able to change dpi on the fly
63	pos	Where it shines:  Precision and smooothe sliders make it a snag free accurate mouse, clicky scroll wheelmouse cable never noticed while in use
63	neg	ANY other grip is PAINFUL
63	neg	I'm NOT SAYING it doesn't work WELL, just that it has extremely limited grip styles
63	pos	I personally prefer for the mouse to support my other fingers
63	pos	I am paying the mouse after all
65	neg	I can't copy and paste text with this mouse at all
65	neg	Tried multiple computers - same result
65	neg	G502 is defective and you can see a lot of videos and read reports of these problems
65	neg	It feels good in the hand, but impossible to use
65	neg	Forget about gaming of any sort since it will not do what you tell it to do
66	neg	The recent versions show a lack of quality in workman ship
66	neg	Issues I've encountered:  1) double-click on single for both left and right, rarely at the same time
66	neg	2) Mouse wheel gets stuck in a push (I barely use the mouse wheel as is, but seen it get stuck in the shift function)
66	neg	3) Mouse wheel keeps spinning after touch (basically, the weight is off and keeps spinning until it corrects where it thinks it wants to be, not where user places wheel)
66	neg	4) software updates requires a system reboot and locks all functionality until restarted
66	neg	Mouse rated for 50M clicks (per Logitech's website), no way I've hit that in 4 months
67	pos	I need different shortcuts on different software and so the G502 works perfectly and the user interface (which has been updated, but I haven’t replaced there) is easy to use
67	neg	Let’s start with the software: I installed it easily enough but it wouldn’t recognize the mouse
67	neg	Except scrolling was inverted and it would go up when I tried scrolling down and viceversa
67	neg	More wasted time, more restarts and more reinstalls and setups later and best I would get was a couple hours of work before shortcuts crapped out again
68	pos	Instead I received a great quality mouse that felt better in my hand and even shocked me with its great remapping software
68	pos	The integrated games mapping is awesome
68	pos	Before I had to go into a game and find the mapping to make a profile on my mouse and remap that to whatever button I wanted
68	pos	With the Logitech software it scans the games and tells you exactly what mappings do what
68	pos	It's kind of hard to explain but it makes things so much easier
69	neg	probably because it's a terrible shape
70	neg	My main issue with the mouse itself is that I find myself accidentally clicking the left mouse button pretty often with the G502, so I think buttons are quite a bit lighter/easier to press on this mouse
70	neg	The thing that I really dislike the most about this mouse is  G Hub, the software Logitech pretty much forces you to use if you want to get the most out of the mouse
70	neg	Overall, I'm pretty displeased with this mouse
71	pos	This is an absolutely fantastic right handed mouse
71	pos	I literally can't find anything else that feels as good as this does on my hand and wrist
71	neg	My mouse's left click started double clicking on every click about two months into ownership
72	neg	This mouse even with the weights added feels very light, much lighter than the G700s
72	neg	It also feels incredibly cheap, especially the scroll wheel which feels very flimsy
72	neg	The scroll wheel is also annoyingly loud when not in frictionless mode
72	neg	It does not have a smooth clicking sound like the G700s, but sounds like its grinding
72	neg	Frictionless mode is really loose scrolling up and down pages, far more than a G700s
72	neg	Ergonomically its smaller than a G700s, sitting much lower and does not feel like any the older G-series mice, forcing me to uncomfortably extend my wrist
73	pos	Loved the mouse
73	neg	Shame on you Logitech for being ridiculous in your cordless pricing
73	neg	The mouse wheel buttons are defective
73	neg	If you press down on the middle mouse button it presses the left and right side wheel buttons as well (randomly)
73	neg	The left and right wheel buttons are ridiculously sensitive to the slightest touch
73	neg	They even get pressed when I'm just using the wheel and not meaning to press a button
73	neg	You literally can't click the middle mouse button without clicking a left or right side wheel click simultaneously
73	neg	I bind all 11 mouse buttons for games and nearly every time I click the middle mouse, it clicks button 10 or 11 as well
74	pos	It even worked when mostly broken
74	pos	When it’s not broken it works fantastic as well
74	pos	Accurate, super customizable, wonderfully ergonomic if you have giant weight lifting meat claws like me
75	neg	This new mouse (logitech hero), developed the same issue in less then a couple months
76	neg	The software is not intuitive, and seems to have a mind of its own
76	pos	Logitech makes great stuff, I have many other items
76	pos	This mouse is built well, solid and feels good
76	pos	Just way too much overkill
77	neg	When this mouse began showing the same symptoms, I was disheartened to say the least, especially so since the mouse was out of the return window, but less than a year old
77	neg	The cause of the double-click bug is due to a technical oversight in the switches longevity when in a newer, more power-conservative circuit, I was told
77	neg	If you can replace the switches, either by yourself or with some help, I can recommend this mouse, otherwise, expect to replace it within two years, most likely
77	neg	I can think of at least ten different ways to prevent this pin from sliding
77	neg	I've had good experiences with their products every single time I've bought them until now, and its very unfortunate that this is the first thing I've bought from them that has disappointed me
77	neg	I cannot recommend this mouse
78	pos	It has performed quite well, and with my large hands, the fit is pretty good
78	neg	The only issue I have had, as have others, is the middle wheel/button
78	neg	It is very easy to mis-click with it, and hit one of the side buttons when trying to click the center
78	neg	I highly recommend not using the center or wheel side buttons for anything essential in the game, as in the heat of a big battle, the odds of you hitting the wrong ability are pretty high
78	pos	The scroll function is good, and it's nice to be able to turn off the wheel clicker for free scrolling when I want
78	pos	With adjustment capability and a better middle button/scroll, this would be a 6 star mouse
78	pos	I don't regret buying and using this mouse
79	neg	Turns out it did not last even 4 months before the left click started to double click and lose the sensor that is is being held down
79	neg	I click and drag a lot for work, and this is unacceptable that the mouse did not even make it a year
79	neg	Very disappointed in Logitech product quality for this price range
80	pos	There is a ton to like about this mouse from how it fits into your hand, the grip, and the competitive edge for gaming you will begin to notice immediately
80	pos	So, it is important for me that I have a mouse that I can use which is comfortable, useful, and fits my basic needs
80	pos	- Fits incredibly well around your hand 
80	pos	- Many different buttons that can be programmed for different use  > Shortcut keys, Forward/back from a page, etc
80	pos	- Great grip 
80	pos	Following pros: - You can change the DPI for each account, and each profile can have an option for many DPI's
80	pos	The DPI is especially useful for getting the accuracy you need in a mouse
80	pos	- The buttons are programmable
80	pos	This means that for every game you play you can set up the mouse buttons to however you want
80	pos	I personally like having important buttons be G8 and G9, then secondary buttons are the default forward/back
80	pos	With gaming, how quickly your respond to something will play a huge effect on your success as a gamer
80	pos	Simply being a bit faster means a huge difference between success and failure
80	pos	Overall, I am extremely happy with the quality of this mouse and will update in a few months after I have had some more time to break it in
81	pos	This mouse is awesome for gaming and office work
81	pos	I have bigger hands and my hand fits comfortably
81	pos	I do a ton of gaming with a side of office work with daily use and this mouse holds up for whatever task is thrown at it
81	pos	The RGB is a nice touch
81	pos	I like that when you change your DPI you can quickly glance at the RGB lights to determine which one you're using
81	neg	I have 2 complaints and that is that the 2 buttons to the side of the left-click button are easy to click on accident
81	neg	It doesn't happen to me a lot, but it definitely does happen usually when I go to place my hand back on the mouse
81	neg	My second complaint is that the rubber grips get dirty and it is kind of hard to clean in my opinion because of the texture it has
81	pos	Great mouse overall
82	neg	Love this except for one flaw that is kinda bothering me
82	neg	I’ve rearranged the weights several times to try to fix, to no avail
82	neg	So this makes me wonder now if I DO in fact have a defective product
82	pos	The mouse fits comfortably to my hand, feels great, and has great response times
82	pos	Same design and after using it for a week, I’m completely in love
83	neg	For some games, this may not even noticeable, but for others it can render the game unplayable
83	neg	From what I've read online (could be completely wrong, I'm not an expert) the switches logitech uses are relatively cheap Chinese-made switches not ideal for operating at the low voltages this mouse outputs
84	pos	I have larger hands and this mouse is a little longer than others I've tried so it fits me really well
84	pos	I love the freewheel scroll feature
84	pos	I don't think I will be able to go back to a mouse without that after using this thing
84	pos	This mouse has just about everything I could ask for
84	pos	Different profiles, on the fly sensitivity changes, plenty of buttons, customizable RGB
84	pos	Its a fairly heavy mouse even without the weights
84	pos	I have left the weights out completely of both of my mice
84	pos	I would say it is fairly durable
85	neg	Ergonomically, it feels bulky and a bit awkward
